"studyName","Sample Number","Species","Region","Island","Stage","Individual ID","Clutch Completion","Date Egg","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Delta 15 N (o/oo)","Delta 13 C (o/oo)","Comments"
"PAL0910","135","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N77A1","Yes","2009-11-13","38.1","17.6","187","3425","FEMALE","8717","-2577951","NA"
"PAL0910","136","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N77A2","Yes","2009-11-13","41.1","17.5","190","3900","MALE","894365","-2606943","NA"
"PAL0910","137","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N78A1","Yes","2009-11-16","35.6","17.5","191","3175","FEMALE","875984","-2597696","NA"
"PAL0910","138","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N78A2","Yes","2009-11-16","40.2","20.1","200","3975","MALE","895998","-2632601","NA"
"PAL0910","139","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N79A1","No","2009-11-16","37","16.5","185","3400","FEMALE","861651","-2607021","Nest never observed with full clutch."
"PAL0910","140","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N79A2","No","2009-11-16","39.7","17.9","193","4250","MALE","925769","-2588798","Nest never observed with full clutch."
"PAL0910","141","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N80A1","Yes","2009-11-14","40.2","17.1","193","3400","FEMALE","92881","-2554976","NA"
"PAL0910","142","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N80A2","Yes","2009-11-14","40.6","17.2","187","3475","MALE","923408","-2601549","NA"
"PAL0910","143","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N81A1","Yes","2009-11-16","32.1","15.5","188","3050","FEMALE","879787","-2661075","NA"
"PAL0910","144","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N81A2","Yes","2009-11-16","40.7","17","190","3725","MALE","905674","-2579529","NA"
"PAL0910","145","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N82A1","Yes","2009-11-16","37.3","16.8","192","3000","FEMALE","906829","-2585203","NA"
"PAL0910","146","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N82A2","Yes","2009-11-16","39","18.7","185","3650","MALE","922033","-2603442","NA"
"PAL0910","147","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N83A1","Yes","2009-11-13","39.2","18.6","190","4250","MALE","911006","-2579549","NA"
"PAL0910","148","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N83A2","Yes","2009-11-13","36.6","18.4","184","3475","FEMALE","868744","-258306","NA"
"PAL0910","149","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N84A1","Yes","2009-11-17","36","17.8","195","3450","FEMALE","894332","-2579189","NA"
"PAL0910","150","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N84A2","Yes","2009-11-17","37.8","18.1","193","3750","MALE","897533","-2603495","NA"
"PAL0910","151","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N85A1","Yes","2009-11-17","36","17.1","187","3700","FEMALE","893465","-2607081","NA"
"PAL0910","152","Adelie Penguin (Pygoscelis adeliae)","Anvers","Dream","Adult, 1 Egg Stage","N85A2","Yes","2009-11-17","41.5","18.5","201","4000","MALE","88964","-2606967","NA"
"PAL0708","1","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N31A1","Yes","2007-11-27","46.1","13.2","211","4500","FEMALE","7993","-255139","NA"
"PAL0708","2","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N31A2","Yes","2007-11-27","50","16.3","230","5700","MALE","814756","-2539369","NA"
"PAL0708","3","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N32A1","Yes","2007-11-27","48.7","14.1","210","4450","FEMALE","814705","-2546172","NA"
"PAL0708","4","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N32A2","Yes","2007-11-27","50","15.2","218","5700","MALE","82554","-2540075","NA"
"PAL0708","5","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N33A1","Yes","2007-11-18","47.6","14.5","215","5400","MALE","82345","-2554456","NA"
"PAL0708","6","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N33A2","Yes","2007-11-18","46.5","13.5","210","4550","FEMALE","79953","-2532829","NA"
"PAL0708","7","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N34A1","Yes","2007-11-27","45.4","14.6","211","4800","FEMALE","824515","-2546782","NA"
"PAL0708","8","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N34A2","Yes","2007-11-27","46.7","15.3","219","5200","MALE","822673","-254276","NA"
"PAL0708","9","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N35A1","Yes","2007-11-27","43.3","13.4","209","4400","FEMALE","813643","-2532176","NA"
"PAL0708","10","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N35A2","Yes","2007-11-27","46.8","15.4","215","5150","MALE","81631","-2538017","NA"
"PAL0708","11","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N36A1","No","2007-11-27","40.9","13.7","214","4650","FEMALE","819579","-253933","Nest never observed with full clutch."
"PAL0708","12","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N36A2","No","2007-11-27","49","16.1","216","5550","MALE","810417","-2550562","Nest never observed with full clutch."
"PAL0708","13","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N37A1","Yes","2007-11-29","45.5","13.7","214","4650","FEMALE","777672","-254168","NA"
"PAL0708","14","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N37A2","Yes","2007-11-29","48.4","14.6","213","5850","MALE","78208","-2548025","NA"
"PAL0708","15","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N38A1","Yes","2007-12-03","45.8","14.6","210","4200","FEMALE","779958","-2562618","NA"
"PAL0708","16","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N38A2","Yes","2007-12-03","49.3","15.7","217","5850","MALE","807137","-2552473","NA"
"PAL0708","17","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N39A1","Yes","2007-11-27","42","13.5","210","4150","FEMALE","763884","-2552627","NA"
"PAL0708","18","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N39A2","Yes","2007-11-27","49.2","15.2","221","6300","MALE","827376","-2500169","NA"
"PAL0708","19","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N40A1","Yes","2007-11-27","46.2","14.5","209","4800","FEMALE","784057","-2537899","NA"
"PAL0708","20","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N40A2","Yes","2007-11-27","48.7","15.1","222","5350","MALE","796491","-2539587","NA"
"PAL0708","21","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N41A1","Yes","2007-11-27","50.2","14.3","218","5700","MALE","78962","-2537746","NA"
"PAL0708","22","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N41A2","Yes","2007-11-27","45.1","14.5","215","5000","FEMALE","76322","-2546569","NA"
"PAL0708","23","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N42A1","Yes","2007-11-27","46.5","14.5","213","4400","FEMALE","790436","-253947","NA"
"PAL0708","24","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N42A2","Yes","2007-11-27","46.3","15.8","215","5050","MALE","790971","-2538157","NA"
"PAL0708","25","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N44A1","Yes","2007-11-29","42.9","13.1","215","5000","FEMALE","768528","-2539181","NA"
"PAL0708","26","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N44A2","Yes","2007-11-29","46.1","15.1","215","5100","MALE","783733","-2542826","NA"
"PAL0708","27","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N46A1","Yes","2007-11-29","44.5","14.3","216","4100","NA","796621","-2569327","Sexing primers did not amplify."
"PAL0708","28","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N46A2","Yes","2007-11-29","47.8","15","215","5650","MALE","792358","-2548383","NA"
"PAL0708","29","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N47A1","Yes","2007-11-29","48.2","14.3","210","4600","FEMALE","76887","-2550811","NA"
"PAL0708","30","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N47A2","Yes","2007-11-29","50","15.3","220","5550","MALE","830515","-2519017","NA"
"PAL0708","31","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N50A1","Yes","2007-11-29","47.3","15.3","222","5250","MALE","NA","NA","Not enough blood for isotopes."
"PAL0708","32","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N50A2","Yes","2007-11-29","42.8","14.2","209","4700","FEMALE","763452","-2546327","NA"
"PAL0708","33","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N56A1","Yes","2007-12-03","45.1","14.5","207","5050","FEMALE","797408","-2553768","NA"
"PAL0708","34","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N56A2","Yes","2007-12-03","59.6","17","230","6050","MALE","776843","-256821","NA"
"PAL0809","35","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N2A1","Yes","2008-11-13","49.1","14.8","220","5150","FEMALE","789744","-2663405","NA"
"PAL0809","36","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N2A2","Yes","2008-11-13","48.4","16.3","220","5400","MALE","803659","-2686127","NA"
"PAL0809","37","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N4A1","Yes","2008-11-02","42.6","13.7","213","4950","FEMALE","796935","-2670968","NA"
"PAL0809","38","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N4A2","Yes","2008-11-02","44.4","17.3","219","5250","MALE","813746","-2679093","NA"
"PAL0809","39","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N5A1","Yes","2008-11-09","44","13.6","208","4350","FEMALE","801979","-2668311","NA"
"PAL0809","40","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N5A2","Yes","2008-11-09","48.7","15.7","208","5350","MALE","814776","-2684506","NA"
"PAL0809","41","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N6A1","No","2008-11-04","42.7","13.7","208","3950","FEMALE","814567","-2659467","Nest never observed with full clutch."
"PAL0809","42","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N6A2","No","2008-11-04","49.6","16","225","5700","MALE","838324","-2684272","Nest never observed with full clutch."
"PAL0809","43","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N7A1","Yes","2008-11-04","45.3","13.7","210","4300","FEMALE","837615","-2672791","NA"
"PAL0809","44","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N7A2","Yes","2008-11-04","49.6","15","216","4750","MALE","826548","-267699","NA"
"PAL0809","45","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N8A1","Yes","2008-11-03","50.5","15.9","222","5550","MALE","846894","-2660436","NA"
"PAL0809","46","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N8A2","Yes","2008-11-03","43.6","13.9","217","4900","FEMALE","827141","-267765","NA"
"PAL0809","47","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N11A1","No","2008-11-09","45.5","13.9","210","4200","FEMALE","847829","-2661788","Nest never observed with full clutch."
"PAL0809","48","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N11A2","No","2008-11-09","50.5","15.9","225","5400","MALE","865803","-2657585","Nest never observed with full clutch."
"PAL0809","49","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N12A1","Yes","2008-11-02","44.9","13.3","213","5100","FEMALE","845167","-2689644","NA"
"PAL0809","50","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N12A2","Yes","2008-11-02","45.2","15.8","215","5300","MALE","855868","-2667799","NA"
"PAL0809","51","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N13A1","Yes","2008-11-04","46.6","14.2","210","4850","FEMALE","838289","-2686352","NA"
"PAL0809","52","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N13A2","Yes","2008-11-04","48.5","14.1","220","5300","MALE","839867","-2679358","NA"
"PAL0809","53","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N14A1","Yes","2008-11-04","45.1","14.4","210","4400","FEMALE","851951","-2701854","NA"
"PAL0809","54","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N14A2","Yes","2008-11-04","50.1","15","225","5000","MALE","850153","-2661414","NA"
"PAL0809","55","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N15A1","Yes","2008-11-04","46.5","14.4","217","4900","FEMALE","848789","-2683006","NA"
"PAL0809","56","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N15A2","Yes","2008-11-04","45","15.4","220","5050","MALE","863488","-2675621","NA"
"PAL0809","57","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N16A1","Yes","2008-11-03","43.8","13.9","208","4300","FEMALE","858319","-2684415","NA"
"PAL0809","58","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N16A2","Yes","2008-11-03","45.5","15","220","5000","MALE","863604","-267489","NA"
"PAL0809","59","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N17A1","Yes","2008-11-06","43.2","14.5","208","4450","FEMALE","848367","-2686485","NA"
"PAL0809","60","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N17A2","Yes","2008-11-06","50.4","15.3","224","5550","MALE","874647","-2679846","NA"
"PAL0809","61","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N18A1","Yes","2008-11-03","45.3","13.8","208","4200","FEMALE","865015","-2679053","NA"
"PAL0809","62","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N18A2","Yes","2008-11-03","46.2","14.9","221","5300","MALE","860092","-2684374","NA"
"PAL0809","63","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N19A1","Yes","2008-11-13","45.7","13.9","214","4400","FEMALE","86287","-2660484","NA"
"PAL0809","64","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N19A2","Yes","2008-11-13","54.3","15.7","231","5650","MALE","849662","-2684166","NA"
"PAL0809","65","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N20A1","Yes","2008-11-04","45.8","14.2","219","4700","FEMALE","860447","-2661601","NA"
"PAL0809","66","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N20A2","Yes","2008-11-04","49.8","16.8","230","5700","MALE","847067","-2669166","NA"
"PAL0809","67","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N51A1","Yes","2008-11-09","46.2","14.4","214","4650","NA","824253","-268154","Sexing primers did not amplify."
"PAL0809","68","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N51A2","Yes","2008-11-09","49.5","16.2","229","5800","MALE","849854","-2674809","NA"
"PAL0809","69","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N53A1","Yes","2008-11-13","43.5","14.2","220","4700","FEMALE","864931","-2668867","NA"
"PAL0809","70","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N53A2","Yes","2008-11-13","50.7","15","223","5550","MALE","863551","-2674249","NA"
"PAL0809","71","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N54A1","Yes","2008-11-03","47.7","15","216","4750","FEMALE","853018","-2672751","NA"
"PAL0809","72","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N54A2","Yes","2008-11-03","46.4","15.6","221","5000","MALE","835078","-2670783","NA"
"PAL0809","73","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N55A1","Yes","2008-11-09","48.2","15.6","221","5100","MALE","824651","-2666958","NA"
"PAL0809","74","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N55A2","Yes","2008-11-09","46.5","14.8","217","5200","FEMALE","858487","-265929","NA"
"PAL0809","75","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N56A1","Yes","2008-11-06","46.4","15","216","4700","FEMALE","847938","-269547","NA"
"PAL0809","76","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N56A2","Yes","2008-11-06","48.6","16","230","5800","MALE","85964","-2671199","NA"
"PAL0809","77","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N58A1","Yes","2008-11-06","47.5","14.2","209","4600","FEMALE","839299","-2678733","NA"
"PAL0809","78","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N58A2","Yes","2008-11-06","51.1","16.3","220","6000","MALE","840327","-2676821","NA"
"PAL0809","79","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N60A1","Yes","2008-11-09","45.2","13.8","215","4750","FEMALE","824694","-2665359","NA"
"PAL0809","80","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N60A2","Yes","2008-11-09","45.2","16.4","223","5950","MALE","819749","-2665931","NA"
"PAL0910","81","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N1A1","Yes","2009-11-18","49.1","14.5","212","4625","FEMALE","835802","-262766","NA"
"PAL0910","82","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N1A2","Yes","2009-11-18","52.5","15.6","221","5450","MALE","828601","-2627573","NA"
"PAL0910","83","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N6A1","Yes","2009-11-15","47.4","14.6","212","4725","FEMALE","819101","-2624369","NA"
"PAL0910","84","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N6A2","Yes","2009-11-15","50","15.9","224","5350","MALE","820042","-2639677","NA"
"PAL0910","85","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N8A1","Yes","2009-11-22","44.9","13.8","212","4750","FEMALE","811238","-2620372","NA"
"PAL0910","86","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N8A2","Yes","2009-11-22","50.8","17.3","228","5600","MALE","827428","-2630019","NA"
"PAL0910","87","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N13A1","Yes","2009-11-20","43.4","14.4","218","4600","FEMALE","823468","-2618599","NA"
"PAL0910","88","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N13A2","Yes","2009-11-20","51.3","14.2","218","5300","MALE","815426","-263433","NA"
"PAL0910","89","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N14A1","Yes","2009-11-25","47.5","14","212","4875","FEMALE","812691","-2623613","NA"
"PAL0910","90","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N14A2","Yes","2009-11-25","52.1","17","230","5550","MALE","827595","-2611657","NA"
"PAL0910","91","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N15A1","Yes","2009-11-25","47.5","15","218","4950","FEMALE","829671","-2608547","NA"
"PAL0910","92","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N15A2","Yes","2009-11-25","52.2","17.1","228","5400","MALE","836701","-2589834","NA"
"PAL0910","93","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N18A1","Yes","2009-12-01","45.5","14.5","212","4750","FEMALE","815566","-2622848","NA"
"PAL0910","94","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N18A2","Yes","2009-12-01","49.5","16.1","224","5650","MALE","883352","-2569195","NA"
"PAL0910","95","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N19A1","Yes","2009-11-27","44.5","14.7","214","4850","FEMALE","820106","-2616524","NA"
"PAL0910","96","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N19A2","Yes","2009-11-27","50.8","15.7","226","5200","MALE","827102","-2611244","NA"
"PAL0910","97","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N20A1","Yes","2009-11-18","49.4","15.8","216","4925","MALE","803624","-2606594","NA"
"PAL0910","98","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N20A2","Yes","2009-11-18","46.9","14.6","222","4875","FEMALE","78881","-2604726","NA"
"PAL0910","99","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N21A1","Yes","2009-11-18","48.4","14.4","203","4625","FEMALE","816582","-2613971","NA"
"PAL0910","100","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N21A2","Yes","2009-11-18","51.1","16.5","225","5250","MALE","82066","-2636863","NA"
"PAL0910","101","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N22A1","Yes","2009-11-22","48.5","15","219","4850","FEMALE","810231","-2618763","NA"
"PAL0910","102","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N22A2","Yes","2009-11-22","55.9","17","228","5600","MALE","83118","-2635425","NA"
"PAL0910","103","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N23A1","Yes","2009-11-18","47.2","15.5","215","4975","FEMALE","830817","-2621651","NA"
"PAL0910","104","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N23A2","Yes","2009-11-18","49.1","15","228","5500","MALE","865914","-2579203","NA"
"PAL0910","105","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N24A1","Yes","2009-12-01","47.3","13.8","216","4725","NA","825818","-2623886","Sexing primers did not amplify."
"PAL0910","106","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N24A2","Yes","2009-12-01","46.8","16.1","215","5500","MALE","832359","-2605756","NA"
"PAL0910","107","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N28A1","Yes","2009-11-10","41.7","14.7","210","4700","FEMALE","812311","-2644815","NA"
"PAL0910","108","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N28A2","Yes","2009-11-10","53.4","15.8","219","5500","MALE","841017","-2633867","NA"
"PAL0910","109","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N29A1","Yes","2009-11-09","43.3","14","208","4575","FEMALE","84207","-2638092","NA"
"PAL0910","110","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N29A2","Yes","2009-11-09","48.1","15.1","209","5500","MALE","845738","-2622664","NA"
"PAL0910","111","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N32A1","Yes","2009-11-20","50.5","15.2","216","5000","FEMALE","824691","-2618466","NA"
"PAL0910","112","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N32A2","Yes","2009-11-20","49.8","15.9","229","5950","MALE","829226","-2621019","NA"
"PAL0910","113","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N34A1","Yes","2009-11-27","43.5","15.2","213","4650","FEMALE","821634","-2611046","NA"
"PAL0910","114","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N34A2","Yes","2009-11-27","51.5","16.3","230","5500","MALE","878557","-2576147","NA"
"PAL0910","115","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N35A1","Yes","2009-11-25","46.2","14.1","217","4375","FEMALE","830231","-2596013","NA"
"PAL0910","116","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N35A2","Yes","2009-11-25","55.1","16","230","5850","MALE","808354","-2618161","NA"
"PAL0910","117","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N36A1","Yes","2009-12-01","44.5","15.7","217","4875","NA","804111","-2618444","Sexing primers did not amplify."
"PAL0910","118","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N36A2","Yes","2009-12-01","48.8","16.2","222","6000","MALE","833825","-2588547","NA"
"PAL0910","119","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N38A1","No","2009-12-01","47.2","13.7","214","4925","FEMALE","799184","-2620538","Nest never observed with full clutch."
"PAL0910","120","Gentoo penguin (Pygoscelis papua)","Anvers","Biscoe","Adult, 1 Egg Stage","N38A2","No","2009-12-01","NA","NA","NA","NA","NA","NA","NA","Adult not sampled. Nest never observed with full clutch."
